capa_id,company,recall_id,product_res_number,recalling_firm,product_description,nonconformity,original_root_cause,corrected_root_cause,department,assigned_owner,severity,capa_status,open_date,close_date,days_open,overdue,corrective_action,effectiveness_result
CAPA-MF-1463,MedFluss GmbH,102087,Z-2853-2011,Baxter Healthcare Corp. Rt.,"Baxter Colleague CX Infusion Pump, Single Channel Volumetric Infusion Pumps. Baxter Healthcare Corporation, Medication Delivery Division. Product Code: 2M8161. 

Product Usage:  Intended for use in a wide variety of patient environments for adult, pediatric and neonatal patients. Electronic infusion pumps indicated for continuous or intermittent delivery of solution through clinically acceptable routes of administration, such as intravenous (IV), intra-arterial (IA), subcutaneous, epidural or irrigation of fluid spaces applications.","While replacing a defective pump head mechanism and performing calibration, Baxter's Service center may have failed to apply GLYPTOL (a red insulating varnish) on a potentiometer that helps maintain pump accuracy for detecting an air bolus.",Process control,Process control,Manufacturing,Carlos Rivera,Major,Closed,2024-10-14,2025-02-11,120,No,"Baxter Healthcare Corporation telephoned its customers on July 1, 2011 and sent a follow up ""URGENT PRODUCT RECALL"" letter dated July 6, 2011, informing them that the Glyptol (a red insulating varnish) may not have been applied on the Air-In-Line (AIL) circuit board.  The letter described the product, problem and actions to be taken. The customers were instructed to locate the affected pumps, remove from service and return to Baxter for inspection as soon as possible.  If GLYPTOL is found to be missing, recalibration will be performed and GLYPTOL will be applied per requirement before returning the pumps back to the customer at no cost.  The customer was instructed to complete and sign the attached customer reply form.  The letter states that if the COLLEAGUE Pumps were distributed to other facilities, please forward communication to the pump owner as appropriate.  

For any questions contact The Center for One Baxter at 1-800-422-9837 during the hours of 8:00 am to 5:00 pm Central Time, Monday through Friday.",Effective
CAPA-MF-1464,MedFluss GmbH,107879,Z-1490-2012,Baxter Healthcare Corporation,"Sigma Spectrum VOLUMETRIC INFUSION PUMP, with or without Master Drug Library, Part Number 35700 -- Common/Classification Name: Infusion Pump -- Class 2 medical device -- SIGMA LLC, Medina, NY 14103 

Product Usage:
The Spectrum Infusion Pump is intended to be used for the controlled administration of intravenous fluids. These fluids may include blood, blood products or mixtures of pharmaceutical drugs for required patient therapy. The Spectrum is used in conjunction with legally marked intravenous administration sets and medications provided by the user. 
The Master Drug Library is a software package that will add additional features to the Spectrum Infusion Pump. The Master Drug Library will permit electronic communications with the Spectrum pump and other external peripheral devices. The intended use of the Spectrum pump includes common drug error prevention, through the stand alone settings features of the pump. This includes drug parameter limits and associated drug name identification. With the Master Drug Library, the intended use is to reduce user errors associated with drug selection, drug dose rates, drug dose concentrations, and patient identification associated with the prescribed drug.","Recall expansion; the infusion pumps have the potential to fail causing inaccurate flow conditions during use. These conditions range from back flow to free flow, which could result in over-infusion.  Sigma's evaluation of subsequent complaints involving failed bearings indicated that the loss or degradation of bearing lubricant to be a more significant contributor to bearing failure than initially believed.  Based upon the results of the analysis of these additional failures, Sigma determined that any bearings prior to the latest, improved design may be at risk for failure.  Sigma decided to expand the recall of the Spectrum Infusion Pumps to include units manufactured from 1/18/2005 through 11/01/2010.",Nonconforming Material/Component,Nonconforming Material/Component,Quality Assurance,Sarah Müller,Minor,Closed,2024-01-28,2024-04-29,92,No,"Sigma sent an URGENT Medical Device Recall Notifications letter dated July 6, 2011 via UPS mail the consignees informing them of the expansion of the Spectrum Infusion Pumps recall. Some consignees were notified by telephone.  The letter identified the affected product, problem,  actions to be taken, clinical precautions and recommendations.  Additional information regarding this voluntary recall is available on Sigma's web site www.sigmapumps.com/Recall.  Customers were provided the following instructions: (1) Confirm that you have the affected serial number(s) ranging from 700000 to 794213 in inventory using the Customer Response Form.  Refer to attached list of known affected devices in your possession.  Revise this list as required. (2) Immediately remove affected pumps from neonatal use until B. Braun BC 1000 back check valves are employed. (3) Respond to this notification within five (5) working days of receipt by faxing the enclosed Customer Response Form to the number noted on the form, calling (866) 482-2893 between the hours of 8am and 8pm (EDT) or e-mailing a scanned version of form to sigma2407@stericycle.com.  (4) Within three weeks of receipt of the Customer  Response Form, (which verifies the device serial numbers in your facility), SIGMA will issue a customized recall report for each facility identifying the specific affected serial numbers, SIGMA internal contacts, and the plan for coordination of pump return and repair.  For any adverse reactions experienced with the use of this product should be reported to SIGMA at (800)-356-3454 ext. 300 and to FDA MedWatch either by: Phone at 1-800-FDA-1088, by fax at 1-800-FDA-0178; Mail at MedWatch, FDA 5600 Fishers Lane, Rockville, MD 20857, or MedWatch website by linking to: https://www.accessdata.fda.gov/scripts/medwatch/medwatch-online.htm.",Partially Effective
CAPA-MF-1465,MedFluss GmbH,127209,Z-2031-2014,Hospira Inc.,"GemStar infusion pump,  List numbers 13000 and 13100, GemStar Infusion Pump (pain management) List number 13150.         Used for intravenous, arterial, subcutaneous, short-term epidural infusion and parenteral administration of general I.V. fluids, medications, nutritional fluids, and blood/blood products.","The connection between the beeper subassembly and the pump may fail. The GemStar infusion pump will identify this failure during the ""self-test"" while powering up which will result in a Beeper Error (""code 10/001/000""). This Beeper Error (code 10/001/000) is a service alarm that places the pump in an inoperable mode and requires service before it can be returned to service.",Component design/selection,Component design/selection,Quality Assurance,Sarah Müller,Major,Closed,2023-02-02,2023-04-16,73,No,"Hospira sent an URGENT MEDICAL DEVICE RECALL letter dated January 31, 2014 was sent to all affected customers.  The letter included instructions for customers to: 1) inform potential users of these devices of the notification, 2) if the beeper error occurs during power up, remove the device from service immediately, 3) report any beeper errors to Hospira by calling 800-441-4100 (Monday - Friday, 8:00 AM - 5:00 PM CST) or e-mail ProductComplaintsPP@hospira.com, 4) complete the attached reply form and return it to the fax number of e-mail address on the form (even if there is no product in inventory), and 5) if the products were further distributed, notify those customers that received the products and ask them to contact Stericycle at 855-827-6578 (Monday - Friday, 8:00 AM - 5:00 PM EST) to receive a reply form. 

A subsequent letter was sent on February 18, 2014 that included a correction to the description of the error code generated when a beeper wire failure occurs. That letter included identical instructions as those found in the January 31, 2014 letter for recipients to follow.",Effective
CAPA-MF-1466,MedFluss GmbH,136926,Z-1734-2015,"Roche Diabetes Care, Inc.",AccuChek Spirit insulin infusion pump.,"Roche has become aware of an increase of mechanical errors experienced by customers using the Accu-Chek Spirit Combo insulin infusion pump and Accu-Chek Spirit insulin infusion pump when the insulin pumps display E6 and El0 error messages.
If the user does not act upon the E6 and E10 error messages appropriately, insulin delivery will be stopped and if unnoticed may lead to severe hyperglycemia u",Device Design,Device Design,Design & Development,Emma Fischer,Major,Closed,2025-02-03,2025-04-18,74,No,"Roche sent an URGENT MEDICAL DEVICE CORRECTION notification dated  April 22, 2015, to all affected customers. The letter identified the problem the product and the action needed to be taken by the customer. 

The recall notification included a description of the reason for the recall, customer responsibilities, training chart, and instructions for responding to the formal recall notification.  Please contact the ACCU-CHEK Customer Care Service Center, 24 hours a day, seven days a week at 1-800-688-4578, if you have questions about the information contained in this notification.",Effective
CAPA-MF-1467,MedFluss GmbH,171046,Z-1768-2019,"CareFusion 303, Inc.","Alaris Pump, Model 8100, with bezel mechanical assemblies manufactured with FR-110 plastic resin.

The following products are affected by this recall as they are pumps or pump assemblies with bezels manufactured between April 2011 and June 2017 with the FR-110 plastic. 

Alaris Pump Module serviced with LVP Mechanism Sub Assembly (P/N 10942012, P/N 49000007, and P/N 49000203), and 
Alaris Pump module Bezel Kit Assembly (P/N 10964559 and P/N 49000204).  


Product Usage:
The Alaris Pump module is a large volume infusion pump offered under the Alaris System. The Alaris Pump module will deliver medication and fluids using the IV administration sets for continuous or intermittent delivery through clinically acceptable routes of administration such as intravenous or epidural. There are 6 bezel posts on the Alaris Pump bezel assembly.","The bezel manufacturing process for the FR-110 plastic may have resulted in its weakening.  A bezel with weakened plastic may, over time, lead to separation of the bezel post (recall issue) as well as other damage to the bezel (i.e. external cracking). The separation of one or more bezel posts may result in free flow, over infusion, under infusion or interruption of infusion.",Component design/selection,Component design/selection,Quality Assurance,Sarah Müller,Critical,Closed,2023-08-18,2023-09-20,33,No,"On 04/20/18, the firm mailed Medical Device Recall Notification letters. Customers were advised that affected units outlined in the previous September 1, 2017 recall will now include affected devices with date codes September 2011 through December 2011. Customers were asked to remove the pump from use if there are signs of infusion at an unexpected rate. Use non-affected devices in high risk areas if possible. Consider having additional devices as back up until your affected devices are remediated.  If the user experiences the issue described in this notification, clearly mark and sequester the devices from use and notify Support Center.  Customers were asked to complete and return the Customer Response Cards to acknowledge receipt of the notification. Firm will contact all affected customers within 60 days to replace the mechanical assemblies on affected serial numbers at no charge.

Customers experiencing the issue described in this notification are encouraged to call the Support Center at 888-562-6018 or email SupportCenter@carefusion.com. 

On 04/15/19 the firm mailed URGENT:  Medical Device Recall Notification letters. Customers were advised that the firm will contact customers of Priority 1 pumps within 60 days of this notification to initiate scheduling of the inspection of those pumps.  The firm will contact customers to schedule replacement of bezels in Priority 2 pumps once Priority 1 pumps have been addressed.  Until the bezels affected by this recall are replaced by the firm, customers should inspect bezels of both Priority 1 and Priority 2 pumps during their annual preventative maintenance schedule. Any pumps with bezel post separation should be removed from service. The recalling firm will contact customers to schedule replacement of bezels in Priority 2 pumps once Priority 1 pumps have been addressed.

Customers were asked to complete and return Customer Response Cards to acknowledge receipt of this notification. In addition to the Support Cente",Effective
CAPA-MF-1468,MedFluss GmbH,209040,Z-2582-2024,Baxter Healthcare Corporation,"Spectrum Wireless Battery Modules A/B/G/N, product code 36010, used with either of the following 35700BAX2 (Spectrum V8 infusion pump) and 3570009 (Spectrum IQ infusion pump)",The Spectrum WBM may fail to auto-document infusion status information back to the hospital's Electronic Medical Record (EMR) system. This software issue only impacts customers where the Spectrum V8 or Spectrum IQ infusion system is integrated with the hospital s EMR system.,Under Investigation by firm,Under Investigation by firm,Quality Assurance,Sarah Müller,Minor,Open,2025-08-04,,275,Yes,"Baxter issued an URGENT MEDICAL DEVICE CORRECTION notice to its consignees on 07/16/2024 via USPS first class mail.  The notice explained the issue, hazard involved, and requested the following:  
Actions to be Taken by Customers
1. Customers may continue to use Spectrum V8 and Spectrum IQ infusion pumps. If clinicians observe a lack of auto-documentation within the flow sheet or medication administration record, they should verify medication was given, and document in the EMR as if manually programming the pump. The pump will need to be programmed manually rather than through auto-programming for subsequent infusions.
2. A Baxter representative will contact your facility to determine the correction plan and schedule the software upgrade. The representative will work with you to determine a list of affected serial numbers at your facility. Please note you will be receiving this software upgrade from Baxter at no charge.
3. If you received this communication directly from Baxter, please acknowledge receipt of this notification by responding on our customer portal at https://BaxterFieldActionCustomerPortal.onprocess.com, even if you do not have any remaining inventory. Log in to the portal using the account number listed in the 
enclosed reply form instruction sheet. Acknowledging receipt of this notification will prevent you from receiving repeat notices. If you do not complete the acknowledgement, you will receive a phone call from OnProcess Technology on behalf of Baxter to confirm your receipt of this notification.  
4. If you purchased this product from a distributor or wholesaler, please note that responding on the Baxter customer portal is not applicable. If a response is requested by your distributor or wholesaler, please respond to the supplier according to their instructions.
5. If you distributed this product to other facilities or departments within your institution, please forward a copy of this communication to them.
6. If you are a dealer, wholesaler, d",
CAPA-MF-1469,MedFluss GmbH,208943,Z-2530-2024,Baxter Healthcare Corporation,"Baxter SIGMA Spectrum Infusion Pump, Product Code: 35700BAX2",Improperly performed testing prior to release,Under Investigation by firm,Under Investigation by firm,Quality Assurance,Thomas Becker,Major,Open,2025-12-27,,130,Yes,The impacted customer was contacted via phone call on 6/14/2024. Baxter has asked the customer to locate the affected pump at their facility and return the device to Baxter to be serviced.,
CAPA-MF-1470,MedFluss GmbH,208006,Z-2448-2024,ICU Medical Inc,"Replacement Battery List Number SUB0000594 and SUB0000864 found in Plum A+ & Plum A+3 Infusion Systems, Pump List Numbers: 11005, 11971, 12391, 12618, 20678, 20679, 20792, 60529, 12348, 11973.

OUS units marketed with the following descriptions: Plum A+ Mednet TM Firmware New 13.6 Span, Plum A+3, PLUM A+3 INFUSION PUMPS and Plum A+3 Wireless Refurb, PLUM A+, PLUM A+ Infusion System, PlumA+3IV Pump Multi 1' Set","Due to a manufacturing defect from the battery supplier, affected batteries may experience a loss of capacity earlier in the battery lifecycle than expected and overall battery runtime may decrease earlier in the battery lifecycle than expected.",Process control,Process control,Manufacturing,Lisa Hartmann,Major,Open,2025-12-24,,133,Yes,"Consignees were notified on about 05/07/2024 via traceable mail with an ""UPDATED URGENT MEDICAL DEVICE CORRECTION"" letter to the original recall was expanding.  Consignees were instructed to replace batteries the first time the pump issues a replace battery alarm.  Continued use of pumps on battery after the first instance of the replace battery alarm will reduce the time from a low battery alarm to a
depleted battery/infusion stopping. Additionally, pumps should be kept plugged into AC power, closely monitor if using battery power, have a backup pump available, and do not use a replacement battery with corroded battery terminals.  

Customers were also requested to ensure all users or potential users of these pumps are immediately made aware of this notification and proposed mitigations, and to complete and return the provided Response Form.  For distributors, if the affected products have been potentially distributed, to immediately forward the notification to customers.

For further inquiries, please contact ICU Medical using the following information: Global Complaint Management, 1-844-654-7780 (M-F, 8:00am   5:00pm CT) or ProductComplaintsPP@icumed.com to report adverse events or product complaints; Technical Support 1-800-241-4002 (M-F, 8:00 am   6:00 pm CT) -additional information for technical assistance; or Field Corrections https://icumed.custhelp.com/app/market-action for Questions about this Field Correction Notice.",
CAPA-MF-1471,MedFluss GmbH,208433,Z-2397-2024,"B. Braun Medical, Inc.","Infusomat UNIV. 15 DROP PUMP SET W 3 CARESITE L.L.   Used with an electrically-powered infusion pump for intravenous (IV) administration of medication
Model/ Catalog Number: 490100","Potential for the backcheck valve to malfunction, resulting in backflow of medication from secondary (piggyback) IV containers into primary IV containers and the inability to prime, resulting in patient injuries of adverse drug reaction and/or product
malfunction with loss of medication/blood.",Process control,Process control,Manufacturing,Lisa Hartmann,Major,Open,2026-01-09,,117,Yes,"B. Braun Medical Inc. (BBMI) is issuing a voluntary Urgent Medical Device Correction letter via US Postal Service Certified Mail with registered return receipt on 6/17/24. Letter states reason for recall, health risk and action to take:
Corrective actions are being implemented to prevent these concerns in future manufacturing lots through optimization of the disks that provide the sealing function within these valves. Until such time as lots with these corrective actions are available, users are asked to follow the ""Interim Measures for Users."" A follow-up communication will be provided to users when lots with these corrective actions are in place and the interim measures can be stopped. At this time, we anticipate that corrected sets may become available 04 2024, but more definitive information will be provided in our follow-up notice.
Interim Measures for Users:
1. Until further notice, when administering secondary medications via piggyback please clamp the primary line above the upper Y site using the available slide clamp on the pump administration set. This will require unclamping of the primary
line after delivery of the secondary medication. The instructions for this differ depending on the type of pump and software as outlined below :
a. Attachment 1 provides workflow recommendations for lnfusomat Space Pumps with ""U"" software versions.
b. Attachment 2 provides workflow recommendations for lnfusomat Space Pumps with ""G"" software versions and ""L"" (Canada only) software versions.
c. Attachment 3 provides workflow recommendations for Outlook ES Pumps.
Note: This does not change workflows for rates of infusion greater than 300 ml/hr for lnfusomat Pump Administration
Sets and 125 ml/hr with Outlook Pump Administration sets where clamping of the primary infusion line is always required per the product IFU to prevent concurrent flow.
2. Inform all users and post the applicable attachment(s) in care areas where secondary infusions may be administered and where pu",
CAPA-MF-1472,MedFluss GmbH,182588,Z-0121-2021,Baxter Healthcare Corporation,Baxter SIGMA Spectrum Infusion Pump with Master Drug Library (Version 8),Baxter is updating the device IFU for safety communication regarding cleaning practices.,Labeling design,Labeling design,Quality Assurance,Thomas Becker,Major,Closed,2025-04-03,2025-05-05,32,No,"A Safety Alert communication was sent to affected customers on 04/01/2020 via USPS First Class Mail.  A follow-up Urgent Device Correction communication was sent to all affected customers on 8/28/2020 via USPS first class mail.

The customer communications reiterate instructions for use listed in the Operator's Manual.  Baxter is asking customers to:

1) Operators may continue to safely use the infusion pumps while following the instructions for cleaning provided in the Operator's Manual.  An electronic copy of the Operator's Manual can be accessed at https://service.baxter.com.  In addition, a full list of approved cleaning agents can be accessed at www.spectrumIQ.com/resources.html.
2) Inspect all pumps at their facility to assess the electrical pins on the pump rear case and the battery electrical contacts for residue buildup or corrosion. If corrosion or residue buildup is identified, please contact Baxter to service the device.
3) Baxter will be updating the Instructions for Use to recommend a routine inspection process for the
electrical pins on the pump rear case and the battery electrical contacts. Once the updated Instructions for Use are made available, Baxter will issue a written notification to inform customers of the availability of the updated IFU. The updated IFU may be accessed online at the Baxter Global Technical E Service Center at URL: https://service.baxter.com.
4) Clinicians should ensure backup devices are readily available when infusing critical medications where interruptions could cause serious injury or death.
5) To maintain the battery properly, please ensure the pumps are plugged into AC power when possible to prevent battery depletion.
6) Complete the enclosed customer reply form and return it to Baxter by email.

On 9/22/2021, the firm issued an Urgent Device Correction letter dated 9/22/2021 in follow-up to their communication of the 4/1/2020 safety alert and 8/28/2020 Urgent Device Correction.  This was issued via first class USPS ma",Effective
CAPA-MF-1473,MedFluss GmbH,188212,Z-2165-2021,Baxter Healthcare Corporation,Dose IQ Safety Software used with Spectrum IQ Infusion Pump,Software issue:  The defect creates a mismatch between linked drug identifiers (IDs) in the Dose IQ user interface (UI) and the binary drug library (BDL) loaded onto the Spectrum IQ pump.,Software design,Software design,Quality Assurance,Sarah Müller,Minor,Closed,2023-07-03,2023-08-05,33,No,"The firm issued an Urgent Medical Device Correction notice by letter on July 7, 2021.  The letter explained the issue and provided a temporary workaround which can be implemented until the new software tool is ready for distribution.",Partially Effective
CAPA-MF-1474,MedFluss GmbH,201873,Z-2430-2023,ICU Medical Inc,"Plum 360 Infusion System, List Numbers:  300100405, 300100409, 300100413, 300100414, 300100415, 300100418, 300100451, 300100452, 300100453, 300100481, 300100483, 300100613, 300101013, 300101113, 300101114, 300101313, 300101379, 300102213, 300102713, 300102913, 300103413, 300103414, 300104213, 300105413, 300105713, 300106313, 300106513, 300106581, 300107813, 300107814, 300108513, 300108813, 300108814, 300109913;  infusion pump","Due to a manufacturing defect of a supplier provided component, there is a potential that the audible signal for an alarm may not sound under certain conditions.",Nonconforming Material/Component,Nonconforming Material/Component,Quality Assurance,Sarah Müller,Major,Open,2026-02-06,,89,No,"ICU Medical issued an URGENT:  MEDICAL DEVICE CORRECTION notice on 07/13/2023 via traceable mailing.  The notice explained the issue, potential risk, and requested the following:  
Actions for Clinical Users:
If your Plum 360 pump does not power on or indicates an Audio Alarm failure, please remove the pump from use and send the pump to Biomedical Engineering.
Actions for Biomedical Engineering:
If you have Plum 360 pumps with Audio Alarm failures, please contact ICU Medical.
1. Locate all affected pumps in your possession and ensure all users or potential users of these devices are immediately made aware of this notification and required actions.
2. Complete and return the attached Response Form to icumedical8320@sedgwick.com within ten days of receipt to acknowledge your understanding of this notification.
3. DISTRIBUTORS: If you have distributed affected products to your customers, please immediately forward this notice to them. Request that they complete the response form and return it to icumedical8320@sedgwick.com.

A similar notice was distributed specifically to consignees of instruments that were serviced which lists the specific serial numbers.  The issue, potential risk, and actions are the same as the general notice.",
CAPA-MF-1475,MedFluss GmbH,211911,Z-1231-2025,"CareFusion 303, Inc.","BD Alaris Pump Module REF 8100

The BD Alaris System with Guardrails Suite MX is a modular infusion pump and monitoring system for the continuous or intermittent administration of fluids to adult, pediatric, and neonatal patients through clinically accepted routes of administration",Due to User Manual/Direction for Use incorrectly instructing user to leave the safety clamp in the open position when reloading an infusion set.  This issue potentially could result in an accidental over infusion if the roller clamp is left open.,Under Investigation by firm,Under Investigation by firm,Quality Assurance,Thomas Becker,Minor,Open,2025-08-08,,271,Yes,"On 01/23/2025, the firm sent via FedEx, 2-day mail and email an ""URGENT MEDICAL DEVICE LABELING CORRECTION"" Letter to customers informing them that Through an internal review, BD has identified that in the BD Alaris"" System User Manual v 12.3.1 (p/n #P00000455), 12.3.2 (p/n# P00000827) and 12.4 (p/n# P00000828), there is an incorrect note on the Pump Module Set Loading instructions. The manuals incorrectly instruct users to leave the safety clamp in the open position when reloading an infusion set. The correct procedure is to leave the safety clamp in the closed position. Following the incorrect note could potentially disable a safety feature that could result in an accidental over-infusion if the roller clamp is left open.

Customers are instructed to:
1. Post the Customer Notification on or near the affected systems as a reminder of the incorrect labeling issue until the Manual/Directions for Use (DFU) have been corrected.
2. Complete the attached Customer Response Form and return to the BD contact noted on the form within 14 days, so that BD may acknowledge your receipt of this notification per FDA requirements and prioritize remediation scheduling.

Actions BD is taking:
1. BD is in the process of updating the impacted user manuals.
2. BD will send customers follow-up notifications once the update of user manuals is completed. BD expects an updated user manual to be available by April 2025.

For Questions or assistance:
Contact - North American Regional Complaint Center for Product Complaints and Technical Questions at:
Phone: 1-844-8BD-LIFE (1-844-823-5433) Say  Product Complaints  when prompted.
Mon Fri 8:00am and 5:00pm CT or Email: productcomplaints@bd.com

Contact Post Market Quality for Recall Questions at:
Email : BDRC39@bd.com
Fax No.: 312-949-0576",
CAPA-MF-1476,MedFluss GmbH,152590,Z-1682-2017,"Hospira Inc., A Pfizer Company","Plum 360 Infusion Pump, Software Version 15.02. The infusion pump is capable of delivering fluids for a variety of therapies such as parenteral, enteral, or epidural infusions","Depleted Battery alarm shows instead of Replace Battery. On battery power, ongoing therapy stops, alarms show and sound, pump shuts down after 3 minutes.  On AC power, the pump reboots (takes about 25 seconds). Therapy can resume.  AC power interruption of 3-7 seconds prompts an incorrect E323 alarm, ongoing therapy stop, and pump reboot.  Longer power loss results in battery power operation.",Software in the Use Environment,Software in the Use Environment,Quality Assurance,Thomas Becker,Minor,Closed,2025-04-24,2025-11-25,215,No,"On 12/30/2016, firm sent notification of the recall to Hospira direct consignees of record via traceable mailing. Delivery will be confirmed via traceable mailing. Consignees who further distributed the product were asked to notify their customers. Effectiveness of the communication will be confirmed by phone call with direct consignees who do not respond. The final disposition of the recalled product will be field correction  (firm will contact consignees to upgrade the software in their Plum 360 infusion pumps).",Partially Effective
CAPA-MF-1477,MedFluss GmbH,168030,Z-2554-2019,Smiths Medical ASD Inc.,"Medfusion Model 4000 Syringe Infusion Pump, with PharmGuard Server Software (PGS).  

Sold under the following names: MEDFUSION 4000 Pump V1.0; MEDFUSION 4000 Pump V1.1, v1.1.1, v1.1.2; 
MEDFUSION 4000 Pump V1.1, V1.1.1, V1.1.2; MEDFUSION 4000 Pump V1.5, V1.5.1; MEDFUSION 4000 Pump V1.5, V1.5.1; MEDFUSION 4000 Pump V1.6, V1.6.1

Product Usage: The pumps are indicated for the following uses: 1. In the administration of fluids requiring precisely controlled infusion rates including blood or blood products, lipids, drugs, antibiotics, enteral solutions and other therapeutic fluids; 2. By the following delivery routes: arterial, epidural, intravenous, intrathecal, subcutaneous, and enteral; 3. By the following delivery modes: continuous, volume/time, mass, body weight, intermittent and bolus.","Customers who utilize PharmGuard Server Software (PGS) with Medfusion 4000 pumps manufactured prior to November 10, 2017, may experience wireless network connectivity issues on certain pumps due to a potential Radio Module issue on some Medfusion 4000 pumps.",Process control,Process control,Manufacturing,Carlos Rivera,Major,Closed,2024-04-15,2024-05-16,31,No,"Smiths Medical notified customers on about 10/15/2018 via ""URGENT MEDICAL DEVICE FIELD SAFETY NOTICE"".  Specifically, Biomed individuals (owners) at each facility were notified because they are in contact with Smiths Medical service and repair team to conduct the correction.  Instructions included the following actions:  

1.  To determine if your facility has any devices with a duplicate wireless MAC Address, a software script must be run on the PGS Database to collect MAC Address and serial number information. The PGS Database must be at version 2.0, 2.1, or 2.2 for this data collection process to be completed. Refer to instructions on Attachment 1, Field Safety Notice Response Form, for available options to complete this data collection process, and if needed, to upgrade your PGS database and Medfusion 4000 device software/firmware.  Please return the Response Form within 10 days of receipt of the Field Safety Notice.
2.  If it is determined that any of your Medfusion 4000 pumps are affected by this issue, Smiths Medical Service and Repair will contact you to discuss repair options for the affected devices, based on the contact information provided on the Response Form.   

Questions regarding the notification can be sent to Smiths Medical via email at macaddress@smiths-medical.com.",Effective
CAPA-MF-1478,MedFluss GmbH,175781,Z-0147-2020,ICU Medical Inc,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Epidural Set with NRFit Connector Yellow-Striped Microbore, 0.2 Micron Filter, PAV, 123 Inch.    1 unit per pouch; 50 pouches per case",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Under Investigation by firm,Under Investigation by firm,Quality Assurance,Thomas Becker,Minor,Closed,2023-05-15,2023-08-09,86,No,"ICU Medical notified customers, via Stericycle, Inc., on about 07/29/2019 via ""URGENT: MEDICAL DEVICE CORRECTION"" letter.  Customers were instructed to check inventory and quarantine any sets that are affected by the recall, return them to ICU Medical, inform potential users within your organization of the recall, and complete and return the provided response form.  Please notify customers if affected product was further distributed and request that they contact Stericycle at 1-855-311-5437 (M-F, 8am-5pm ET) to receive a reply form.  

Customers were also requested to consider the following situations:  
1. In applications where the use of a filter is not deemed necessary, consider utilizing an administration set without a filter.  
2. In applications where filter use is desired and microbore tubing is not required, consider using filtered macrobore sets in place of microbore sets.  
3. In cases where a filtered macrobore set is desired but no alternative macrobore set is available contact ICU Medical because a non-filtered set along with an add on filter or filtered extension set could be considered.
4. In instances where the benefits of a filtered microbore infusion set are greater than the potential risks of a filter leak, the product affected by the recall may be utilized out of medical necessity.   In these cases, an individualized assessment of benefits and risks should be undertaken with consideration of the unique characteristics of the patient and the infusion itself.  When the benefits exceed the risks and the set is deemed medically necessary, users should periodically monitor the vented filter area for leakage.  If leaking is observed, consider changing to a new infusion set as soon as clinically appropriate.  Report this event to ICU Medical.",Effective
CAPA-MF-1479,MedFluss GmbH,178300,Z-0958-2020,Medtronic Inc.,"Medtronic MiniMed 640G Insulin Infusion Pump, Ref#s/Model(s) -  MMT-1511, MMT-1711, MMT-1512, MMT-1712, MMT-1751, and  MMT-1752
*Not for US Distribution","There have been reported incidents of a loose reservoir that can no longer be locked into the pump. The reservoir can become loose due to a broken or missing retainer ring that prevents a proper lock. If the reservoir is not properly locked into the pump, it could lead to over or under delivery of insulin, which could then result in hypoglycemia or hyperglycemia.",Device Design,Device Design,Design & Development,Emma Fischer,Major,Open,2026-04-05,,31,No,"On November 21, 2019, Medtronic initiated a recall of MiniMed 600 series insulin pumps with a clear retainer ring design.  On October 5, 2021, the firm expanded the recall and issued an ""Urgent Field Safety Notification"" to all patients and health care providers. The updated notification informs consignees that Medtronic will proactively replace all MiniMed 600 series insulin pumps that have a clear retainer ring design with an equivalent pump that has the updated black retainer ring design. Pumps will be replaced at no charge over the coming months even if the retainer ring is not damaged and regardless of the warranty status of the pump.  In addition to providing consignees with this updated recall strategy, the firm asked consignees to take the following actions: 
 
ACTIONS REQUIRED BY YOU:
1.	Complete and return the attached Confirmation Form to acknowledge that you have reviewed and understood this notification. 

2.	Medtronic is requesting patients visit [www.medtronicdiabetes.com/PumpRing] and complete the form online, or call us at 1-877-585-0166 to indicate their decision to receive a replacement pump at no charge. Replacement pumps will become available in the coming months and patients will be notified when their pump is ready to ship. Please assist patients in making replacement decision considering the safety risk associated with the retainer ring issue.

For additional recall details, please view the following link: 
 https://www.medtronicdiabetes.com/customer-support/product-and-service-updates/notice15-letter",
